Localization表格,,,,,
Both,,,,,
ID,VariableName,VariableComment,Chinese,ChineseTraditional,English
110029,,,嘲讽,嘲諷,Taunt
110030,,,刀枪不入,刀槍不入,Impervious
110031,,,自爆,自爆,Kamikaze
120001,,,挥舞火焰剑对面前的敌人发动扇形斩击，造成{0}攻击力的火伤害,揮舞火焰劍對面前的敵人發動扇形斬擊，造成{0}攻擊力的火傷害,"Swing the sword in a fan-shaped slash at enemies, dealing {0} Attack as Fire Damage."
120002,,,场上每存在1个防御塔：增加自身{0}%的攻击力，上限{1}%；增加自身{2}%暴击率，上限{3}%,場上每存在1個防禦塔：增加自身{0}%的攻擊力，上限{1}%；增加自身{2}%暴擊率，上限{3}%。,For every tower on the field:  +{0}% Attack (up to {1}%); + {2} Crit Rate (up to {3}%).
120003,,,使剑身缠绕火焰斩向地面，对敌人造成{0}攻击力的火伤害，并使其进入烧伤：初始受到{1}攻击力的烧伤，每{2}秒衰减至{3}%,使劍身纏繞火焰斬向地面引發火焰爆發，對敵人造成{0}攻擊力的火傷害，並使其進入燃燒狀態：初始受到{1}攻擊力的燃燒傷害，每{2}秒衰減至{3}%。,"Wreathe the sword in flames and smash the ground to deal {0} Attack Fire Damage and inflict Burning: dealing {1}% Attack damage initially, decaying to {3}% over {2} seconds."
120004,,,利用火焰能量在双手掌心生成火球攻击敌人，每颗火球造成{0}攻击力的伤害,利用火焰能量在雙手掌心生成火球攻擊敵人，每顆火球造成{0}攻擊力的傷害,"Throw two fireballs at a single enemy, each dealing {0} Attack damage."
120005,,,用声音催动自然中的火焰能量，使射程范围内的所有敌人受到的火伤害提升{2}%,用聲音催動自然中的火焰能量，使射程範圍內的所有敵人受到的火屬性傷害提升{2}%。,"Humming to channel the natural fire energy, +{2}% fire damage taken for all enemies within range."
120006,,,原地起舞，使周围敌人烧伤，初始烧伤值为{0}；效果持续时间内周围燃烧状态下的敌人每次受到的递减烧伤变为递增。,原地起舞，使周圍敵人燒傷，初始燒傷值為{0}；技能持續時間內處於燒傷的敵人受到的遞減傷害變爲遞增。,"Dance in place, burning nearby enemies with an initial burn of {0}. Burn Dmg to nearby enemies change to increasing over time."
120007,,,使用连弩攻击单体敌人，每发箭矢造成{0}攻击力的伤害。有{1}%的概率发射一支额外箭矢,使用連弩攻擊單體敵人，每發箭矢造成{0}攻擊力的傷害。有{1}%的概率發射一支額外箭矢。,"Use Chu-ko-nu  to attack the single target, dealing {0} Attack damage. There is a {1}% chance to fire an additional arrow."
120008,,,改良箭矢，使场上所有{0}攻击力+{1}点。,改良箭矢，使場上所有{0}攻擊力+{1}點。,+{1} Attack for all {0} on the field.
120009,,,为场上所有的{0}注入风之能量，使所有{0}攻击速度+{1}%，持续{2}秒,為場上所有的{0}注入風之能量，使所有{0}攻擊速度+{1}%，持續{2}秒。,+{1}% Atk speed for all {0} for {2} seconds.
120010,,,爪击单体敌人，造成攻击力{0}的伤害，有{1}%的概率使目标出血：每移动一小段距离，受到最大生命值{2}%的出血伤害，持续{3}秒,爪擊單體敵人，造成攻擊力{0}的傷害，有{1}%的概率使目標出血：每移動一小段距離，受到最大生命值{2}%的出血傷害，持續{3}秒。,"Claw a single enemy, dealing {0}% Attack damage and has a {1}% chance to inflict Bleeding: the target takes {2}% of max HP as bleed damage every time they move, lasting for {3} seconds."
120011,,,场上每存在1名出血状态的敌人：攻击力+{0}，上限{1}；攻击速度+{2}%，上限{3}%,場上每存在1名出血狀態的敵人，提升自身{0}攻擊力，上限{1}，提升自身{2}%攻擊速度，上限{3}%。,"For each Bleeding enemy on the field: +{0} Attack (up to {1}), +{2}% Atk Speed (up to {3}%)."
120012,,,对距离村庄最近的1名出血状态下敌人发射钩爪，将敌人拉到自己身边并造成{0}攻击力的伤害,對距離村莊最近的1名出血狀態下敵人發射鉤爪，將敵人拉到自己身邊並造成{0}攻擊力的傷害。,"Shoot a hook at a Bleeding enemy closest to the destination, pulling them toward Edward and dealing {0}% Attack damage."
120013,,,使用电流攻击射程范围内的所有敌人，造成{0}攻击力的伤害，每个敌人都会分摊伤害,使用電流攻擊射程範圍內的所有敵人，造成{0}攻擊力的傷害，每個敵人都會分攤傷害。,Strike all enemies in range with electric currents that dealing {0} Attack damage. Damage is shared among all targets.
120014,,,场上有超过{0}个{1}时，自身和周围相邻{2}格范围内防御塔的射程增加{3}%,場上有超過{0}個{1}時，自身和周圍相鄰{2}格範圍內防禦塔的射程增加{3}%。,+{3}% Range for towers {2} tiles when there are more than {1} {0} on the field.
120015,,,激活时间逆流器，对目标区域内所有敌人造成攻击力{0}的伤害，并将他们向后传送{1}格,激活時間逆流器，對目標區域內所有敵人造成攻擊力{0}的傷害，並將他們向後傳送{1}格。,"Activate the Time Reverser, dealing {0} Attack damage to all enemies in the target area and teleporting them {1} tiles back."
120016,,,对目标打出摆拳二连击，分别造成{0}攻击力和{1}攻击力的伤害,對目標打出擺拳二連擊，分別造成{0}攻擊力和{1}攻擊力的傷害。,"Punch the target twice, dealing {0} and {1} Attack damage."
120017,,,猛击地面，对周围所有敌人造成{0}次{1}攻击力的伤害,猛擊地面，對周圍所有敵人造成{0}次{1}攻擊力的傷害。,"Smash the ground {0} times, dealing {1} Attack damage to all surrounding enemies."
120018,,,周围{0}格范围内的防御塔提升{1}%的攻击速度。,周圍{0}格範圍內的防禦塔提升{1}%的攻擊速度。,+{1}% Atk Speed for towers within {0} tiles.
120019,,,对面前的敌人发动扇形斩击，造成攻击力{0}的伤害,對面前的敵人發動扇形斬擊，造成攻擊力{0}的傷害，並附加1層火焰印記。,"Perform a fan-shaped slash, dealing {0} Attack Damage."
120020,,,原地挥舞大刀{1}次攻击周围{0}范围内的敌人，每次造成{2}攻击力的伤害,原地揮舞大刀{1}次攻擊周圍{0}範圍內的敵人，每次造成{2}攻擊力的傷害。,"Swing the greatsword {1} times, dealing {2} Attack damage per hit on enemies within {0} range."
120021,,,场上每存在1个{0}：自身攻击力增加{1}%， 上限{2}%；自身攻速增加{3}%，上限{4}%。,場上每存在1個{0}：自身攻擊力增加{1}%， 上限{2}%；自身攻速增加{3}%，上限{4}%。,For each {0} on the field: +{1}% Attack (up to {2}%); +{3}% Atk Speed (up to {4}%).
120022,,,对目标投掷一发可弹跳{1}次的雷电手里剑，造成攻击力{0}的伤害,對目標投擲一發可彈跳{1}次的雷電手裡劍，造成攻擊力{0}的傷害。,"Throw a lightning shuriken that bounces {1} times, dealing {0} Attack damage."
120023,,,调整呼吸方式，使自身攻速提升{0}%，持续{1}秒；技能持续时间的前{4}秒内，每{2}次攻击可获得{3}点建造点。,調整呼吸方式，使自身攻速提升{0}%，持續{1}秒；技能持續時間的前{4}秒內，每{2}次攻擊可獲得{3}點建造點。,"After using the ability, + {0}% Atk Speed for {1} seconds. During the first {4} seconds, gain {3} Cogs for every {2} hits."
120024,,,每个回合结束时，每{0}建造点可额外获得{1}点利息，上限{2}点。,每個回合結束時，每{0}建造點可額外獲得{1}點利息，上限{2}點。,"At the end of each wave, gain {1} bonus interest for every {0} Cogs (up to {2})."
120025,,,对目标投掷试验麻醉剂，造成攻击力{0}的伤害，同时有{1}%的概率使目标眩晕{2}秒。,對目標投擲試驗麻醉劑，造成攻擊力{0}的傷害，同時有{1}%的概率使目標眩暈{2}秒。,"Throw a potion at the target, dealing {0} Attack damage. There is a {1}% chance to stun the target for {2} seconds."
120026,,,对目标区域挥洒强化药剂，并使自身{0}格范围内防御塔{3}秒内攻击力提高{1}，攻击速度提高{2}%,對目標區域揮灑強化藥劑，並使自身{0}格範圍內防禦塔{3}秒內攻擊力提高{1}，攻擊速度提高{2}%。,"Splash the target area with enhancing potion, +{1} Attack and +{2}% Atk Speed for towers within {0} tiles for {3} seconds."
120027,,,村庄每进入1个敌人，会增加{0}建造点，上限{1}点。(Boss无效),村莊每進入1個敵人，會增加{0}建造點，上限{1}點。(Boss无效),"For every enemy that enters the village, gain {0} Cogs (up to {1}).  (Invalid for Boss)"
120028,,,召唤雷电打击目标地点{0}范围内所有敌人，造成{1}攻击力的伤害。,召喚雷電打擊目標地點{0}範圍內所有敵人，造成{1}攻擊力的傷害。,"Summon lightning to strike all enemies at the target area, dealing {1}% Attack damage."
120029,,,暂时吸收自然雷电能量，在{2}秒内，使自身攻击间隔减少{1}%，同时每次攻击释放的落雷+{0}。,暫時吸收自然雷電能量，在{2}秒內，使自身攻擊間隔減少{1}%，同時每次攻擊釋放的落雷+{0}。,"Absorb natural lightning energy, reducing attack interval by {1}% for {2} seconds and +{0} lightning strikes per attack."
120030,,,自身周围{0}格范围内存在{1}个或以上的防御塔时，攻击力提升{2}%。,自身周圍{0}格範圍內存在{1}個或以上的防禦塔時，攻擊力提升{2}%。,+{2}% Attack when there are {1} or more towers within {1} tiles.
120031,,,攻击对单体敌人发射3连发子弹，若目标处于任意异常状态，造成额外伤害。,null,null
120032,,,使场上所有陷阱在触发时附带自身攻击力百分比的伤害。,null,null
120033,,,对目标区域投掷1颗闪光弹，使区域内所有敌人进入混乱状态。,null,null
120034,,,对面前扇形范围发射多发子弹。,null,null
120035,,,使自身和场上所有霰弹塔攻击产生暴击时对受伤的目标造成减速。,null,null
120036,,,激活终结者模式，暂时提高自身攻击速度。,null,null
120037,,,"向敌人投掷苹果，造成物理伤害,同时有几率眩晕",null,null
120038,,,使射程范围内潜行/隐身单位现形，并提高这些单位受到的攻击伤害,null,null
120039,,,"使目标范围内所有地面单位敌人进入【浮空状态】,浮空的地面敌人落地后对范围内所有敌人造成伤害并眩晕",null,null
120040,,,攻击射出尖锐的冰锥，对单体目标造成伤害,null,null
120041,,,提升场上所有镶嵌了寒冰宝石的塔攻击力,null,null
120042,,,召唤数枚冰锥，轰击目标区域路面，每发对范围内敌人造成攻击力,null,null
120043,,,每次挥剑时，都会制造一道寒冰刃从地面滑行而出，沿着目标地点向敌人路径反方向滑行，对所有接触到的目标造成冰属性伤害,null,null
120044,,,场上有特定数量的风刃发射器时，冰刃抵达最大滑行距离时会产生冰裂爆炸，对敌人造成AOE冰属性伤害,null,null
120045,,,使周围地面产生数发冰刺，对接触到的所有地面敌人造成冰属性伤害，并叠加减速。,null,null
120046,,,激活时间逆流器，对目标区域内所有敌人造成伤害，并将向后传送3格。,null,null
120047,,,终结者每过n回合，对旁边的防御塔升级,null,null
120048,,,使用十字弩攻击单体敌人。有概率发射一支额外箭矢。,null,null
120049,,,提升场上所有十字弓的攻击力。,null,null
130001,,,【消耗体力提升通行证等级】{0},【消耗體力提升通行證等級】{0},Use Stamina to Level Up Pass {0}
130002,,,免费通行证,免費通行證,Free Pass
130003,,,完美通行证,完美通行證,Premium Pass
130004,,,至尊通行证,至尊通行證,Ultimate Pass
130005,,,免费基金,免費基金,Free Fund
130006,,,高级基金,高級基金,Advanced Fund
130007,,,冒险基金，主线闯关获得对应奖励！,冒險基金，主線闖關獲得對應獎勵！,"Adventure Fund, Earn Rewards by Completing Main Quests!"
130008,,,返利400%,返利400%,400% Cashback
130009,,,前往充值,前往充值,Recharge
130010,,,{0}后重置,{0}後重置,Reset After {0}
130011,,,全部挡位领取完后立即重置（超出金额自动保存），仅<color=#00CCEE>钻石商城</color>充值计入额度。,全部擋位領取完後立即重置（超出金額自動保存），僅<color=#00CCEE>鑽石商城</color>充值計入額度。,Instant reset after all tiers claimed. Only <color=#00CCEE>Diamond Store</color> count.
130012,,,累计充值,累計充值,Cumulative
130013,,,活动倒计时:  {0},活動倒計時:  {0},Event Countdown: {0}
130014,,,限购{0}/{1},限購{0}/{1},Purchase Limit {0}/{1}
130015,,,{0}折,{0}折,{0}x Discount
130016,,,日礼包,日禮包,Daily Gift Pack
130017,,,周礼包,周禮包,Weekly Gift Pack
130018,,,月礼包,月禮包,Monthly Gift Pack
130019,,,每日礼包1,每日禮包1,Daily Gift Pack 1
130020,,,每日礼包2,每日禮包2,Daily Gift Pack 2
130021,,,每日礼包3,每日禮包3,Daily Gift Pack 3
130022,,,每日礼包4,每日禮包4,Daily Gift Pack 4
130023,,,每日礼包5,每日禮包5,Daily Gift Pack 5
130024,,,每日礼包6,每日禮包6,Daily Gift Pack 6
130025,,,每周礼包1,每周禮包1,Weekly Gift Pack 1
130026,,,每周礼包2,每周禮包2,Weekly Gift Pack 2
130027,,,每周礼包3,每周禮包3,Weekly Gift Pack 3
130028,,,每周礼包4,每周禮包4,Weekly Gift Pack 4
130029,,,每周礼包5,每周禮包5,Weekly Gift Pack 5
130030,,,每周礼包6,每周禮包6,Weekly Gift Pack 6
130031,,,每月礼包1,每月禮包1,Monthly Gift Pack 1
130032,,,每月礼包2,每月禮包2,Monthly Gift Pack 2
130033,,,每月礼包3,每月禮包3,Monthly Gift Pack 3
130034,,,每月礼包4,每月禮包4,Monthly Gift Pack 4
130035,,,每月礼包5,每月禮包5,Monthly Gift Pack 5
130036,,,每月礼包6,每月禮包6,Monthly Gift Pack 6
130037,,,移除塔,移除塔,Remove Tower
130038,,,刷新时间 {0},刷新時間 {0},Refresh Time: {0}
130039,,,用于精英佣兵池抽卡,用于精英傭兵池抽卡,For Elite Guardian Recruitment
130040,,,用于普通佣兵池抽卡,用于普通傭兵池抽卡,For Regular Guardian Recruitment
130041,,,符文随机宝箱,符文隨機寶箱,Rune Mystery Box
130042,,,符文I 随机宝箱,符文I 隨機寶箱,Rune I Mystery Box
130043,,,符文II 随机宝箱,符文II 隨機寶箱,Rune II Mystery Box
130044,,,符文III 随机宝箱,符文III 隨機寶箱,Rune III Mystery Box
130045,,,符文IV 随机宝箱,符文IV 隨機寶箱,Rune IV Mystery Box
130046,,,符文V 随机宝箱,符文V 隨機寶箱,Rune V Mystery Box
130047,,,打开后随机获得1枚符文,打開後隨機獲得1枚符文,Randomly Obtain 1 Rune Upon Opening
130048,,,打开后随机获得1枚1级符文,打開後隨機獲得1枚1級符文,Randomly Obtain 1 Rune I Upon Opening
130049,,,打开后随机获得1枚2级符文,打開後隨機獲得1枚2級符文,Randomly Obtain 1 Rune II Upon Opening
130050,,,打开后随机获得1枚3级符文,打開後隨機獲得1枚3級符文,Randomly Obtain 1 Rune III Upon Opening
130051,,,打开后随机获得1枚4级符文,打開後隨機獲得1枚4級符文,Randomly Obtain 1 Rune IV Upon Opening
130052,,,打开后随机获得1枚5级符文,打開後隨機獲得1枚5級符文,Randomly Obtain 1 Rune V Upon Opening
130053,,,防御塔经验,防禦塔經驗,Tower Experience
130054,,,推荐,推薦,Recommended
130055,,,我的,我的,My Maps
130056,,,创作者:,創作者:,Creator:
130057,,,搜索,搜索,Search
130058,,,我的发布,我的發布,Published
130059,,,地图名称,地圖名稱,Map Name
130060,,,游玩次数,遊玩次數,Total Played
130061,,,评分,評分,Rating
130062,,,我的创作,我的創作,Drafts
130063,,,画布,畫布,Canvas
130064,,,地块,地塊,Tiles
130065,,,敌人,敵人,Enemies
130066,,,怪物强度类型不符合,怪物強度類型不符合,Monster strength type mismatch
130067,,,已经存在此怪物了,已經存在此怪物了,Monster already exists
130068,,,"改变地图尺寸将清空所有格子,是否确认要改变?","改變地圖尺寸將清空所有格子,是否確認要改變?","Changing map size will clear all tiles, confirm change?"
130069,,,"至少需要一个小怪,无法开始游戏","至少需要壹個小怪,無法開始遊戲","No enemies found, cannot start game"
130070,,,"当前地图未保存,是否确认要退出?","當前地圖未保存,是否確認要退出?","Current map is not saved, confirm exit?"
130071,,,"无效的寻路路线,无法开始游戏","無效的尋路路線,無法開始遊戲","Invalid enemy path route, cannot start game"
130072,,,最大,最大,Max
130073,,,打开后获得随机佣兵碎片*10,打開後獲得隨機傭兵碎片*10,Open to receive 10 random Guardian shards
130074,,,可镶嵌在防御塔上提升战斗效果,可鑲嵌在防禦塔上提升戰鬥效果,Can be embedded in towers to enhance combat effects
130075,,,防御塔手册特惠,防禦塔手冊特惠,Tower Codex Special Offer
130076,,,打开后获得随机佣兵碎片*5,打開後獲得隨機傭兵碎片*5,Open to receive 5 random Guardian shards
130077,,,打开后获得随机3级宝石*1,打開後獲得隨機3級寶石*1,Open to receive 1 random Gem III
130078,,,打开后获得随机2级宝石*1,打開後獲得隨機2級寶石*1,Open to receive 1 random Gem II
130079,,,打开后获得随机1级宝石*1,打開後獲得隨機1級寶石*1,Open to receive 1 random Gem I
130080,,,{0}天{1}时{2}分,{0}天{1}時{2}分,{0}d {1}h {2}m
130081,,,月卡奖励,月卡獎勵,Monthly Card Rewards
140000,,,碎石,碎石,Gravel
140001,,,石块,石塊,Rock
140002,,,大石块,大石塊,Large Rock
140003,,,粗糙岩石,粗糙岩石,Rough Rock
140004,,,硬质岩石,硬質岩石,Solid Rock
140005,,,巨大岩石,巨大岩石,Huge Boulder
140006,,,庞然巨石,龐然巨石,Giant Boulder
140007,,,杂草,雜草,Weeds
140008,,,大树桩,大樹樁,Large Stump
140009,,,小树,小樹,Small Tree
140010,,,成熟树木,成熟樹木,Mature Tree
140011,,,古老树木,古老樹木,Ancient Tree
140012,,,参天大树,參天大樹,Giant Tree
140013,,,泰坦树木,泰坦樹木,Titan Tree
140014,,,沙漠狼-装甲运狼车,沙漠狼-裝甲運狼車,Desert Wolf - Armored Transport
140015,,,分身狼,分身狼,Clone Wolf
140016,,,盗宝小灰狼,盜寶小灰狼,Treasure Thief Grey Wolf
140017,,,僵尸狼,僵屍狼,Zombie Wolf
140018,,,巨熊,巨熊,Giant Bear
140019,,,蝙蝠,蝙蝠,Bat
140020,,,秃鹫,禿鷲,Vulture
140021,,,是个活力四射、好动的家伙，喜欢迅速穿梭在敌人之间，试图绕过防御来对羊村造成伤害。,是個活力四射、好動的家夥，喜歡迅速穿梭在敵人之間，試圖繞過防禦來對羊村造成傷害。,"An energetic and active creature, likes to swiftly move among enemies attempting to bypass defenses to damage Sheep Village."
140022,,,靠着一顶带螺旋桨的帽子成为了狼族中最早的一批空军。,靠着一頂帶螺旋槳的帽子成爲了狼族中最早的一批空軍。,"Among the first of the wolves' air force, thanks to a propeller hat."
140023,,,专精召唤法术。,專精召喚法術。,Specializes in summoning spells.
140024,,,自诩为狼村的金色闪光。,自詡爲狼村的金色閃光。,Considers itself the golden flash of Wolf Village.
140025,,,沙漠中的强盗。,沙漠中的強盜。,Desert Bandit.
140026,,,跑得很快的幼狼。,跑得很快的幼狼。,Fast-running young wolf.
140027,,,森林中随处可见的狼。,森林中隨處可見的狼。,Commonly seen in the forests.
140028,,,非常嗜睡，反射弧很长。,非常嗜睡，反射弧很長。,Very sleepy with slow reflexes.
140029,,,潜行高手，狼忍村侦察兵。,潛行高手，狼忍村偵察兵。,"Stealth master, scout of Wolf Ninja Village."
140030,,,善于使用分身术来迷惑敌人。,善於使用分身術來迷惑敵人。,Skilled at using cloning techniques to confuse enemies.
140031,,,拥有极高的血量和耐久力，对高温和寒冷都有较好的抵抗能力。,擁有極高的血量和耐久力，對高溫和寒冷都有較好的抵抗能力。,"Has high health and durability, with good resistance to both heat and cold."
140032,,,狼群的秘密武器，一旦“爆胎”，立马变身“狼窝出击站”。,狼群的秘密武器，一旦“爆胎”，立馬變身“狼窩出擊站”。,"The wolf pack's secret weapon, transforms into a 'Wolf Den Attack Station' if 'tires are blown'."
140033,,,“砰”的一声，周围防御塔就变成了昂贵的摆设！,“砰”的一聲，週圍防禦塔就變成了昂貴的擺設！,"With a 'bang', nearby defense towers turn into costly decorations!"
140034,,,会使用法力为友方施加护盾。,會使用法力爲友方施加護盾。,Uses magic to cast protective shields on allies.
140035,,,梦想是成为圣殿勇士。,夢想是成爲聖殿勇士。,Dreams of becoming a Temple Knight.
140036,,,温柔的护士姐姐狼，乐于助人，总是照顾其他狼族成员，为他们提供治疗。,溫柔的護士姐姐狼，樂於助人，總是照顧其他狼族成員，爲他們提供治療。,"Gentle nurse wolf, always helping and caring for other wolves, providing them with healing."
140037,,,因伤退役的马戏团演员，身手仍然灵活，善于躲避。,因傷退役的馬戲團演員，身手仍然靈活，善於躲避。,"Retired circus performer due to injury, still agile and good at dodging."
140038,,,“艺术就是爆炸！”,“藝術就是爆炸！”,Art is an explosion!
140039,,,为人处世十分谨慎，总是走一步看三步。,爲人處世十分謹慎，總是走一步看三步。,"Very cautious in life, always thinking three steps ahead."
140040,,,狼族黑帮中最难缠的对手。,狼族黑幫中最難纏的對手。,The most formidable opponent in the wolf gang.
140041,,,狼族黑帮头号打手，脾气火爆，行事鲁莽。,狼族黑幫頭號打手，脾氣火爆，行事魯莽。,"Top enforcer of the wolf gang, hot-tempered and reckless."
140042,,,从小与哥哥相依为命，可以为了兄弟做任何事。,從小與哥哥相依爲命，可以爲了兄弟做任何事。,"Grew up dependent on his older brother, would do anything for him."
140043,,,从小与弟弟相依为命，可以为了兄弟做任何事。,從小與弟弟相依爲命，可以爲了兄弟做任何事。,"Grew up dependent on his younger brother, would do anything for him."
140044,,,狼族的黑帮教父，不怒自威。,狼族的黑幫教父，不怒自威。,"The godfather of the wolf gang, commands respect without anger."
140045,,,狼群中的铁血统帅。,狼群中的鐵血統帥。,Iron-blooded commander of the wolf pack.
140046,,,狼忍村的特别上忍，众多仰慕者趋之若鹜的对象。,狼忍村的特別上忍，衆多仰慕者趨之若鶩的對象。,"Special Jounin of Wolf Ninja Village, admired by many."
140047,,,狼族第一战将。,狼族第一戰將。,Top general of the wolf clan.
140048,,,百变小神偷，极其贪财，身手矫健，身上藏着很多金银珠宝，遇到危险脚底抹油。,百變小神偷，極其貪財，身手矯健，身上藏着很多金銀珠寶，遇到危險腳底抹油。,"Versatile little master thief, extremely greedy, agile, carrying lots of gold and jewels, escapes at the first sign of danger."
140049,,,分身狼的影子分身。,分身狼的影子分身。,Shadow clone of Clone Wolf.
140050,,,能够激活魔法护甲免疫物理伤害,能夠激活魔法護甲免疫物理傷害,Can activate magic armor to become immune to physical damage.
140051,,,解锁新词条:{0},解鎖新詞條:{0},New Perk Unlocked: {0}
140052,,,已复制!,已複製！,Copied!
140053,,,冒险基金,冒險基金,Adventure Fund
140054,,,深渊战令,深淵戰令,Abyss Battle Pass
140055,,,确定替换该塔？,確定替換該塔？,Confirm replacing the tower?
140056,,,服务器状态,伺服器狀態,Server status
140057,,,服务器维护,伺服器維護,Server maintenance
140058,,,钻石礼包,鑽石禮包,Diamond Pack
140059,,,60钻石,60鑽石,60 Diamonds
140060,,,330钻石,330鑽石,330 Diamonds
140061,,,750钻石,750鑽石,750 Diamonds
140062,,,1480钻石,1480鑽石,1480 Diamonds
140063,,,3780钻石,3780鑽石,3780 Diamonds
140064,,,7780钻石,7780鑽石,7780 Diamonds
140065,,,远程,遠程,Ranged Guardians
140066,,,近战,近戰,Melee Guardians
140067,,,升到指定级别可解锁词条,升到指定級別可解鎖詞條,Upgrade to unlock Perks accordingly.
140068,,,上一章,上一章,Previous chapter
140069,,,充值60钻,充值60鑽,Recharge 60 diamonds
140070,,,充值300钻,充值300鑽,Recharge 300 diamonds
140071,,,到达波次,到達波次,Wave Reached
140072,,,登录已失效,登入已失效,Login Expired
140073,,,波次数据发送失败，是否重试,波次數據發送失敗，是否重試？,Failed to Send Wave Data. Retry?
140074,,,解锁后加入战斗词条池中:,解鎖後加入戰鬥詞條池中：,Level up to unlock perks for battle selection.
140075,,,我已阅读并同意,我已閲讀并同意,I have read and agree to the
140076,,, 服务协议 , 服務協議 , Terms of Service 
140077,,,和,和,and
140078,,, 隐私政策 , 隱私政策 , Privacy Policy 
140079,,,中文,中文,中文
140080,,,繁體中文,繁體中文,繁體中文
140081,,,English,English,English
140082,,,https://www.blockfish.io/termsofservice,https://www.blockfish.io/termsofservice,https://www.blockfish.io/termsofservice
140083,,,https://www.blockfish.io/privacypolicy,https://www.blockfish.io/privacypolicy,https://www.blockfish.io/privacypolicy
140084,,,已达最大等级,已達最大等級,Max Level Reached
140085,,,1分,1分,1m
140086,,,防守进度：,防守進度：,Defense Progress: 
140087,,,用户已经存在,用戶已經存在,User already exists
140088,,,放置【火炮塔】到指定格子上,放置【火炮塔】到指定格子上,Place the [Meteor Cannon] on the designated tile
140089,,,等待消息中,等待消息中,Waiting for response
140090,,,{0}精英死亡5%概率获得{1}建筑币,{0}精英死亡有5%概率獲得{1}建築幣,{0} elite has a 5% chance to drop {1} Cogs upon death
140091,,,已取消登录,已取消登錄,Login Canceled
140092,,,登录失败,登錄失敗,Login Failed
140093,,,登录中...,登入中...,Logging in...
140094,,,{0}金币,{0}金幣,{0} Coins
140095,,,{0}钻石,{0}鑽石,{0} Diamonds
140096,,,购买后立即获得以下物品,購買後立即獲得以下物品,Items received upon purchase
140097,,,购买并打开，可随机获得{0}个以下物品：,購買並打開，可隨機獲得{0}個以下物品：,Randomly receive {0} of the following items upon purchase
140098,,,携带<color=#3333DD>{0}</color>进入战斗,携带<color=#3333DD>{0}</color>进入战斗,携带<color=#3333DD>{0}</color>进入战斗
140099,,,产线完备,產線完備,Production line complete
140100,,,密林村,密林村,JungleVillage
